domain,split,row_kind,score_mode,ablation,eta,confidence_weight,weight_grid_label,candidate_key_count,score_key_count,score_coverage_rate,missing_score_keys,extra_score_keys,duplicate_score_keys,invalid_scores,blank_score_keys,audit_ok,score_degeneracy_event_count,constant_score_event_count,constant_score_event_rate,max_constant_event_rate,mean_unique_scores_per_event,min_unique_scores_per_event,tie_pair_count,total_score_pair_count,tie_pair_rate,max_tie_pair_rate,degeneracy_audit_ok,sample_count,parse_success_rate,avg_latency,avg_confidence,avg_candidates,MRR,out_of_candidate_rate,HR@5,NDCG@5,coverage@5,head_exposure_ratio@5,longtail_coverage@5,HR@10,NDCG@10,coverage@10,head_exposure_ratio@10,longtail_coverage@10,HR@20,NDCG@20,coverage@20,head_exposure_ratio@20,longtail_coverage@20
home,test,main,full,full,1.0,0.7,"0.5,0.3,0.2",1010000,1010000,1.0,0,0,0,0,0,True,10000,5,0.0005,0.02,8.0386,1,20783212,50500000,0.4115487524752475,0.7,True,10000,1.0,0.0,-1.0,101.0,0.12782447233056599,0.0,0.1597,0.11158865639109286,0.09374348780917878,0.7999,0.04373922482600089,0.2368,0.13635503352938705,0.16660521830199468,0.79649,0.08912266138816168,0.3613,0.16757911270800865,0.2918450005076169,0.793295,0.18255539237596577
home,test,diagnostic,full,without_boundary_uncertainty,1.0,0.7,"0.5,0.3,0.2",1010000,1010000,1.0,0,0,0,0,0,True,10000,5,0.0005,0.02,8.0386,1,20783212,50500000,0.4115487524752475,0.7,True,10000,1.0,0.0,-1.0,101.0,0.12782447233056599,0.0,0.1597,0.11158865639109286,0.09374348780917878,0.7999,0.04373922482600089,0.2368,0.13635503352938705,0.16660521830199468,0.79649,0.08912266138816168,0.3613,0.16757911270800865,0.2918450005076169,0.793295,0.18255539237596577
home,test,diagnostic,full,without_calibration_gap,1.0,0.7,"0.5,0.3,0.2",1010000,1010000,1.0,0,0,0,0,0,True,10000,5,0.0005,0.02,6.4653,1,21082707,50500000,0.41747934653465346,0.7,True,10000,1.0,0.0,-1.0,101.0,0.12650199558518396,0.0,0.1568,0.1096054557399773,0.09450491319750573,0.7981,0.04420215822744397,0.2357,0.13486361127947336,0.1675643471244837,0.79527,0.09038375582657557,0.3593,0.16600737468448212,0.2930125194363849,0.791775,0.18362492816550668
home,test,diagnostic,full,without_evidence_support,1.0,0.7,"0.5,0.3,0.2",1010000,1010000,1.0,0,0,0,0,0,True,10000,5,0.0005,0.02,7.8939,1,20787181,50500000,0.41162734653465344,0.7,True,10000,1.0,0.0,-1.0,101.0,0.12792033704479913,0.0,0.1587,0.11132249231664726,0.09375417448129565,0.79986,0.04373922482600089,0.2365,0.13632175378224048,0.16664529332243294,0.79652,0.08918651427111934,0.3612,0.16761529731493657,0.2918316421674708,0.7933,0.18253942915522636
home,test,diagnostic,full,without_counterevidence,1.0,0.7,"0.5,0.3,0.2",1010000,1010000,1.0,0,0,0,0,0,True,10000,5,0.0005,0.02,9.5256,1,20120908,50500000,0.39843382178217823,0.7,True,10000,1.0,0.0,-1.0,101.0,0.1287297260476528,0.0,0.1603,0.11218357220589956,0.09443010649268764,0.7962,0.04460123874592938,0.2407,0.13806623313463465,0.16853950595514805,0.79199,0.09188429857608071,0.3646,0.1691214758552619,0.294538041881068,0.789515,0.18606730093863738
home,test,diagnostic,full,without_risk_penalty,1.0,0.7,"0.5,0.3,0.2",1010000,1010000,1.0,0,0,0,0,0,True,10000,5,0.0005,0.02,6.3754,1,21087369,50500000,0.4175716633663366,0.7,True,10000,1.0,0.0,-1.0,101.0,0.12854100995774492,0.0,0.1599,0.11206971012996378,0.09381295117793843,0.79962,0.04372326160526148,0.239,0.13743677376836852,0.16695520681382214,0.79528,0.09008045463252666,0.3619,0.16831393013903637,0.2926090975639731,0.792015,0.18359300172402784
home,test,diagnostic,confidence_only,full,1.0,0.7,"0.5,0.3,0.2",1010000,1010000,1.0,0,0,0,0,0,True,10000,5,0.0005,0.02,6.3754,1,21087369,50500000,0.4175716633663366,0.7,True,10000,1.0,0.0,-1.0,101.0,0.12854100995774492,0.0,0.1599,0.11206971012996378,0.09381295117793843,0.79962,0.04372326160526148,0.239,0.13743677376836852,0.16695520681382214,0.79528,0.09008045463252666,0.3619,0.16831393013903637,0.2926090975639731,0.792015,0.18359300172402784
home,test,diagnostic,evidence_only,full,1.0,0.7,"0.5,0.3,0.2",1010000,1010000,1.0,0,0,0,0,0,True,10000,2669,0.2669,0.02,2.2809,1,48642397,50500000,0.9632157821782178,0.7,False,10000,1.0,0.0,-1.0,101.0,0.10663585965932232,0.0,0.1198,0.08957996203806683,0.10116538159434461,0.78326,0.048943234787050635,0.1698,0.1056314374201286,0.1837225953651903,0.77587,0.10101526083902689,0.2593,0.12787792163916575,0.3208352702926545,0.772435,0.20653214992656918
home,test,diagnostic,confidence_plus_evidence,full,1.0,0.7,"0.5,0.3,0.2",1010000,1010000,1.0,0,0,0,0,0,True,10000,5,0.0005,0.02,8.0386,1,20783212,50500000,0.4115487524752475,0.7,True,10000,1.0,0.0,-1.0,101.0,0.12772447233056597,0.0,0.1597,0.11151484234180714,0.09374348780917878,0.79992,0.04373922482600089,0.2368,0.13628121948010136,0.16660521830199468,0.79649,0.08912266138816168,0.3613,0.1675052986587229,0.2918450005076169,0.793295,0.18255539237596577
