baseline_name,domain,comparison_scope,task,status_label,artifact_class,ranking_input_path,scores_path,prediction_path,fairness_policy_id,comparison_variant,implementation_status,provenance_path,official_fairness_checked,ranking_events,total_candidates,matched_candidates,score_coverage_rate,fully_scored_event_rate,missing_score,tie_break_mode,tie_break_seed,score_rows_loaded,sample_count,parse_success_rate,avg_latency,avg_confidence,avg_candidates,MRR,out_of_candidate_rate,HR@5,NDCG@5,coverage@5,head_exposure_ratio@5,longtail_coverage@5,HR@10,NDCG@10,coverage@10,head_exposure_ratio@10,longtail_coverage@10,HR@20,NDCG@20,coverage@20,head_exposure_ratio@20,longtail_coverage@20
home_ccrp_component_full,home,week8_same_candidate_internal_method,candidate_ranking,same_schema_internal_ablation,completed_result,outputs/baselines/external_tasks/home_large10000_100neg_test_same_candidate/ranking_test.jsonl,outputs/summary/paper_critical/ccrp_signal_generation_plan_post_performance_gate_20260606/ccrp_ablation_home/ccrp_selected_test_scores.csv,outputs/summary/paper_critical/ccrp_signal_generation_plan_post_performance_gate_20260606/ccrp_ablation_home/predictions/rank_predictions.jsonl,,,,,False,10000,1010000,1010000,1.0,1.0,-1000000000000.0,hash_seeded,20260607,1010000,10000,1.0,0.0,-1.0,101.0,0.12782447233056599,0.0,0.1597,0.11158865639109286,0.09374348780917878,0.7999,0.04373922482600089,0.2368,0.13635503352938705,0.16660521830199468,0.79649,0.08912266138816168,0.3613,0.16757911270800865,0.2918450005076169,0.793295,0.18255539237596577
