domain,split,ablation,status_label,selected_on,selected_on_test,score_mode,eta,confidence_weight,weight_boundary,weight_calibration_gap,weight_evidence,weight_grid_label,n_events,expected_events,expected_candidates_per_event,expected_candidate_key_count,candidate_key_count,score_key_count,score_coverage_rate,missing_score_keys,extra_score_keys,duplicate_score_keys,invalid_scores,blank_score_keys,audit_ok,score_degeneracy_event_count,constant_score_event_count,constant_score_event_rate,max_constant_event_rate,mean_unique_scores_per_event,min_unique_scores_per_event,tie_pair_count,total_score_pair_count,tie_pair_rate,max_tie_pair_rate,degeneracy_audit_ok,sample_count,parse_success_rate,avg_latency,avg_confidence,avg_candidates,MRR,out_of_candidate_rate,HR@5,NDCG@5,coverage@5,head_exposure_ratio@5,longtail_coverage@5,HR@10,NDCG@10,coverage@10,head_exposure_ratio@10,longtail_coverage@10,HR@20,NDCG@20,coverage@20,head_exposure_ratio@20,longtail_coverage@20
tools,test,full,same_schema_internal_ablation,preregistered,False,full,1.0,0.7,0.5,0.3,0.2,"0.5,0.3,0.2",10000,10000,101,1010000,1010000,1010000,1.0,0,0,0,0,0,True,10000,6,0.0006,0.02,7.5141,1,21836677,50500000,0.43240944554455446,0.7,True,10000,1.0,0.0,-1.0,101.0,0.15846483717132795,0.0,0.1958,0.14376782369830857,0.11886027703593459,0.75624,0.04995437603427211,0.276,0.16949770813562767,0.2047890122426161,0.75016,0.10034179309918186,0.4005,0.20069407182184293,0.3481911827477704,0.74171,0.20114755873118978
tools,test,without_boundary_uncertainty,same_schema_internal_ablation,preregistered,False,full,1.0,0.7,0.5,0.3,0.2,"0.5,0.3,0.2",10000,10000,101,1010000,1010000,1010000,1.0,0,0,0,0,0,True,10000,6,0.0006,0.02,7.5141,1,21836677,50500000,0.43240944554455446,0.7,True,10000,1.0,0.0,-1.0,101.0,0.15846483717132795,0.0,0.1958,0.14376782369830857,0.11886027703593459,0.75624,0.04995437603427211,0.276,0.16949770813562767,0.2047890122426161,0.75016,0.10034179309918186,0.4005,0.20069407182184293,0.3481911827477704,0.74171,0.20114755873118978
tools,test,without_calibration_gap,same_schema_internal_ablation,preregistered,False,full,1.0,0.7,0.5,0.3,0.2,"0.5,0.3,0.2",10000,10000,101,1010000,1010000,1010000,1.0,0,0,0,0,0,True,10000,6,0.0006,0.02,6.35,1,22080143,50500000,0.43723055445544556,0.7,True,10000,1.0,0.0,-1.0,101.0,0.1582590620893312,0.0,0.1972,0.1439150903015929,0.11926823832494117,0.75636,0.050047170540837314,0.2782,0.16988128476050338,0.20523097030570656,0.74949,0.10034179309918186,0.4046,0.2015116585371155,0.34850470855321064,0.741355,0.20178165452605207
tools,test,without_evidence_support,same_schema_internal_ablation,preregistered,False,full,1.0,0.7,0.5,0.3,0.2,"0.5,0.3,0.2",10000,10000,101,1010000,1010000,1010000,1.0,0,0,0,0,0,True,10000,6,0.0006,0.02,7.4187,1,21838492,50500000,0.4324453861386139,0.7,True,10000,1.0,0.0,-1.0,101.0,0.15863694686718763,0.0,0.1953,0.14370828991507598,0.11881494800382275,0.75644,0.04983065002551849,0.2762,0.16968319158379333,0.20477390256524547,0.75024,0.10029539584589926,0.4005,0.20082556658017026,0.3481911827477704,0.74171,0.20114755873118978
tools,test,without_counterevidence,same_schema_internal_ablation,preregistered,False,full,1.0,0.7,0.5,0.3,0.2,"0.5,0.3,0.2",10000,10000,101,1010000,1010000,1010000,1.0,0,0,0,0,0,True,10000,6,0.0006,0.02,9.0965,1,21325505,50500000,0.4222872277227723,0.7,True,10000,1.0,0.0,-1.0,101.0,0.16014299864221712,0.0,0.1984,0.1455597844836507,0.11898493187424215,0.7545,0.05015543079849673,0.2821,0.17239786620427713,0.20508742837068572,0.74803,0.10088309438747893,0.4052,0.2031889630182057,0.3484178279083296,0.740555,0.20171979152167524
tools,test,without_risk_penalty,same_schema_internal_ablation,preregistered,False,full,1.0,0.7,0.5,0.3,0.2,"0.5,0.3,0.2",10000,10000,101,1010000,1010000,1010000,1.0,0,0,0,0,0,True,10000,6,0.0006,0.02,6.2725,1,22082183,50500000,0.4372709504950495,0.7,True,10000,1.0,0.0,-1.0,101.0,0.15941016204504735,0.0,0.1968,0.14461983685192722,0.11886027703593459,0.75594,0.049722389767859074,0.2795,0.17113102319895984,0.2046341380495673,0.7499,0.10024899859261666,0.4043,0.20234409934639602,0.34833850210213385,0.741385,0.20162699701511003
